final_rank,size,mp_id,hub_name,from_stop_id,from_stop_name,from_stop_area_id,from_stop_modes,to_stop_id,to_stop_name,to_stop_area_id,to_stop_modes,minimal_transfer_time_s,pair_type,within_confirmed_hub_node,candidate_for_later_change,review_note
2,large,312,ZOB / Hackerbrücke station complex,106100,Hackerbrücke,106097,tram,106102,Hackerbrücke,106097,bus,300,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
2,large,312,ZOB / Hackerbrücke station complex,106100,Hackerbrücke,106097,tram,106103,Hackerbrücke,106097,rail,300,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
2,large,312,ZOB / Hackerbrücke station complex,106101,Hackerbrücke,106097,bus,106098,Hackerbrücke,106097,rail,300,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
2,large,312,ZOB / Hackerbrücke station complex,106101,Hackerbrücke,106097,bus,106099,Hackerbrücke,106097,tram,300,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
2,large,312,ZOB / Hackerbrücke station complex,106101,Hackerbrücke,106097,bus,106100,Hackerbrücke,106097,tram,300,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
2,large,312,ZOB / Hackerbrücke station complex,106101,Hackerbrücke,106097,bus,106101,Hackerbrücke,106097,bus,300,same-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
2,large,312,ZOB / Hackerbrücke station complex,106101,Hackerbrücke,106097,bus,106102,Hackerbrücke,106097,bus,300,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
2,large,312,ZOB / Hackerbrücke station complex,106101,Hackerbrücke,106097,bus,106103,Hackerbrücke,106097,rail,300,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
2,large,312,ZOB / Hackerbrücke station complex,106102,Hackerbrücke,106097,bus,106098,Hackerbrücke,106097,rail,300,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
2,large,312,ZOB / Hackerbrücke station complex,106102,Hackerbrücke,106097,bus,106099,Hackerbrücke,106097,tram,300,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
2,large,312,ZOB / Hackerbrücke station complex,106102,Hackerbrücke,106097,bus,106100,Hackerbrücke,106097,tram,300,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
2,large,312,ZOB / Hackerbrücke station complex,106102,Hackerbrücke,106097,bus,106101,Hackerbrücke,106097,bus,300,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
2,large,312,ZOB / Hackerbrücke station complex,106102,Hackerbrücke,106097,bus,106102,Hackerbrücke,106097,bus,300,same-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
2,large,312,ZOB / Hackerbrücke station complex,106102,Hackerbrücke,106097,bus,106103,Hackerbrücke,106097,rail,300,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
2,large,312,ZOB / Hackerbrücke station complex,106103,Hackerbrücke,106097,rail,106098,Hackerbrücke,106097,rail,300,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
2,large,312,ZOB / Hackerbrücke station complex,106103,Hackerbrücke,106097,rail,106099,Hackerbrücke,106097,tram,300,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
2,large,312,ZOB / Hackerbrücke station complex,106103,Hackerbrücke,106097,rail,106100,Hackerbrücke,106097,tram,300,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
2,large,312,ZOB / Hackerbrücke station complex,106103,Hackerbrücke,106097,rail,106101,Hackerbrücke,106097,bus,300,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
2,large,312,ZOB / Hackerbrücke station complex,106103,Hackerbrücke,106097,rail,106102,Hackerbrücke,106097,bus,300,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
2,large,312,ZOB / Hackerbrücke station complex,106103,Hackerbrücke,106097,rail,106103,Hackerbrücke,106097,rail,300,same-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
2,large,312,ZOB / Hackerbrücke station complex,181030,ZOB,181029,bus,181030,ZOB,181029,bus,180,same-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106858,Moosach,106857,bus,106858,Moosach,106857,bus,180,same-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106858,Moosach,106857,bus,106859,Moosach,106857,rail,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106858,Moosach,106857,bus,106860,Moosach,106857,tram,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106858,Moosach,106857,bus,106861,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106858,Moosach,106857,bus,106862,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106858,Moosach,106857,bus,106863,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106858,Moosach,106857,bus,106864,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106858,Moosach,106857,bus,106865,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106858,Moosach,106857,bus,106866,Moosach,106857,subway,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106858,Moosach,106857,bus,106867,Moosach,106857,subway,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106858,Moosach,106857,bus,106868,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106858,Moosach,106857,bus,106869,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106859,Moosach,106857,rail,106858,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106859,Moosach,106857,rail,106859,Moosach,106857,rail,180,same-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106859,Moosach,106857,rail,106860,Moosach,106857,tram,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106859,Moosach,106857,rail,106861,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106859,Moosach,106857,rail,106862,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106859,Moosach,106857,rail,106863,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106859,Moosach,106857,rail,106864,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106859,Moosach,106857,rail,106865,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106859,Moosach,106857,rail,106866,Moosach,106857,subway,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106859,Moosach,106857,rail,106867,Moosach,106857,subway,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106859,Moosach,106857,rail,106868,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106859,Moosach,106857,rail,106869,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106860,Moosach,106857,tram,106858,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106860,Moosach,106857,tram,106859,Moosach,106857,rail,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106860,Moosach,106857,tram,106860,Moosach,106857,tram,180,same-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106860,Moosach,106857,tram,106861,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106860,Moosach,106857,tram,106862,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106860,Moosach,106857,tram,106863,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106860,Moosach,106857,tram,106864,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106860,Moosach,106857,tram,106865,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106860,Moosach,106857,tram,106866,Moosach,106857,subway,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106860,Moosach,106857,tram,106867,Moosach,106857,subway,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106860,Moosach,106857,tram,106868,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106860,Moosach,106857,tram,106869,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106861,Moosach,106857,bus,106858,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106861,Moosach,106857,bus,106859,Moosach,106857,rail,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106861,Moosach,106857,bus,106860,Moosach,106857,tram,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106861,Moosach,106857,bus,106861,Moosach,106857,bus,180,same-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106861,Moosach,106857,bus,106862,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106861,Moosach,106857,bus,106863,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106861,Moosach,106857,bus,106864,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106861,Moosach,106857,bus,106865,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106861,Moosach,106857,bus,106866,Moosach,106857,subway,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106861,Moosach,106857,bus,106867,Moosach,106857,subway,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106861,Moosach,106857,bus,106868,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106861,Moosach,106857,bus,106869,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106862,Moosach,106857,bus,106858,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106862,Moosach,106857,bus,106859,Moosach,106857,rail,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106862,Moosach,106857,bus,106860,Moosach,106857,tram,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106862,Moosach,106857,bus,106861,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106862,Moosach,106857,bus,106862,Moosach,106857,bus,180,same-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106862,Moosach,106857,bus,106863,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106862,Moosach,106857,bus,106864,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106862,Moosach,106857,bus,106865,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106862,Moosach,106857,bus,106866,Moosach,106857,subway,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106862,Moosach,106857,bus,106867,Moosach,106857,subway,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106862,Moosach,106857,bus,106868,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106862,Moosach,106857,bus,106869,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106863,Moosach,106857,bus,106858,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106863,Moosach,106857,bus,106859,Moosach,106857,rail,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106863,Moosach,106857,bus,106860,Moosach,106857,tram,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106863,Moosach,106857,bus,106861,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106863,Moosach,106857,bus,106862,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106863,Moosach,106857,bus,106863,Moosach,106857,bus,180,same-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106863,Moosach,106857,bus,106864,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106863,Moosach,106857,bus,106865,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106863,Moosach,106857,bus,106866,Moosach,106857,subway,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106863,Moosach,106857,bus,106867,Moosach,106857,subway,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106863,Moosach,106857,bus,106868,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106863,Moosach,106857,bus,106869,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106864,Moosach,106857,bus,106858,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106864,Moosach,106857,bus,106859,Moosach,106857,rail,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106864,Moosach,106857,bus,106860,Moosach,106857,tram,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106864,Moosach,106857,bus,106861,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106864,Moosach,106857,bus,106862,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106864,Moosach,106857,bus,106863,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106864,Moosach,106857,bus,106864,Moosach,106857,bus,180,same-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106864,Moosach,106857,bus,106865,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106864,Moosach,106857,bus,106866,Moosach,106857,subway,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106864,Moosach,106857,bus,106867,Moosach,106857,subway,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106864,Moosach,106857,bus,106868,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106864,Moosach,106857,bus,106869,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106865,Moosach,106857,bus,106858,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106865,Moosach,106857,bus,106859,Moosach,106857,rail,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106865,Moosach,106857,bus,106860,Moosach,106857,tram,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106865,Moosach,106857,bus,106861,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106865,Moosach,106857,bus,106862,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106865,Moosach,106857,bus,106863,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106865,Moosach,106857,bus,106864,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106865,Moosach,106857,bus,106865,Moosach,106857,bus,180,same-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106865,Moosach,106857,bus,106866,Moosach,106857,subway,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106865,Moosach,106857,bus,106867,Moosach,106857,subway,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106865,Moosach,106857,bus,106868,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106865,Moosach,106857,bus,106869,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106866,Moosach,106857,subway,106858,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106866,Moosach,106857,subway,106859,Moosach,106857,rail,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106866,Moosach,106857,subway,106860,Moosach,106857,tram,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106866,Moosach,106857,subway,106861,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106866,Moosach,106857,subway,106862,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106866,Moosach,106857,subway,106863,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106866,Moosach,106857,subway,106864,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106866,Moosach,106857,subway,106865,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106866,Moosach,106857,subway,106866,Moosach,106857,subway,180,same-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106866,Moosach,106857,subway,106867,Moosach,106857,subway,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106866,Moosach,106857,subway,106868,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106866,Moosach,106857,subway,106869,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106867,Moosach,106857,subway,106858,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106867,Moosach,106857,subway,106859,Moosach,106857,rail,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106867,Moosach,106857,subway,106860,Moosach,106857,tram,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106867,Moosach,106857,subway,106861,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106867,Moosach,106857,subway,106862,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106867,Moosach,106857,subway,106863,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106867,Moosach,106857,subway,106864,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106867,Moosach,106857,subway,106865,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106867,Moosach,106857,subway,106866,Moosach,106857,subway,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106867,Moosach,106857,subway,106867,Moosach,106857,subway,180,same-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106867,Moosach,106857,subway,106868,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106867,Moosach,106857,subway,106869,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106868,Moosach,106857,bus,106858,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106868,Moosach,106857,bus,106859,Moosach,106857,rail,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106868,Moosach,106857,bus,106860,Moosach,106857,tram,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106868,Moosach,106857,bus,106861,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106868,Moosach,106857,bus,106862,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106868,Moosach,106857,bus,106863,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106868,Moosach,106857,bus,106864,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106868,Moosach,106857,bus,106865,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106868,Moosach,106857,bus,106866,Moosach,106857,subway,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106868,Moosach,106857,bus,106867,Moosach,106857,subway,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106868,Moosach,106857,bus,106868,Moosach,106857,bus,180,same-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106868,Moosach,106857,bus,106869,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106869,Moosach,106857,bus,106858,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106869,Moosach,106857,bus,106859,Moosach,106857,rail,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106869,Moosach,106857,bus,106860,Moosach,106857,tram,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106869,Moosach,106857,bus,106861,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106869,Moosach,106857,bus,106862,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106869,Moosach,106857,bus,106863,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106869,Moosach,106857,bus,106864,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106869,Moosach,106857,bus,106865,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106869,Moosach,106857,bus,106866,Moosach,106857,subway,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106869,Moosach,106857,bus,106867,Moosach,106857,subway,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106869,Moosach,106857,bus,106868,Moosach,106857,bus,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
3,large,1002,Moosach station complex,106869,Moosach,106857,bus,106869,Moosach,106857,bus,180,same-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
4,large,62,Münchner Freiheit,107348,Münchner Freiheit,107347,bus,107348,Münchner Freiheit,107347,bus,180,same-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
4,large,62,Münchner Freiheit,107348,Münchner Freiheit,107347,bus,107349,Münchner Freiheit,107347,tram,180,directed cross-stop,yes,yes,Existing explicit MATSim relation only; no value has been changed.
