scenario_id,scope_id,sample_factor,unit,sample_daily_vehicle_km,expanded_daily_vehicle_km_factor_20,illustrative_annual_equivalent_365_days,considered_vehicles,considered_main_trips,car_sample_person_km,car_pkm_to_fkm_ratio,unmatched_persons,unmatched_vehicles,unmatched_trips,incomplete_traffic_segments,missing_links,stuck_main_trips,regional_reference_sample_vehicle_km,definition
BAU_2040,BOTH_INSIDE,0.05,vehicle_km,406182.774073380900,8123655.481467619000,2965134250.735680600000,36545,60118,406182.782000000000,1.000000019515,0,0,0,0,0,0,3152114.551887584400,"private-car event distance attributed by person and selected-plan main-trip index; first/last-link convention shared with regional production metric; transit vehicles excluded; ratio is not interpreted as occupancy"
BAU_2040,MUNICH_RESIDENTS,0.05,vehicle_km,425872.763701991240,8517455.274039825000,3108871175.024536000000,27591,55177,425872.707000000000,0.999999866857,0,0,0,0,0,0,3152114.551887584400,"private-car event distance attributed by person and selected-plan main-trip index; first/last-link convention shared with regional production metric; transit vehicles excluded; ratio is not interpreted as occupancy"
