scenario_id,scope_id,sample_factor,unit,pt_route_mode,full_service_daily_vehicle_km,factor_20_daily_vehicle_km,illustrative_annual_equivalent_365_days,regional_uncut_full_service_vehicle_km,territorial_share_percent,crossing_link_count,crossing_link_model_km,crossing_link_service_vehicle_km,point_anchored_pseudolink_used_link_count,point_anchored_pseudolink_uncut_model_km,point_anchored_pseudolink_inside_link_count,point_anchored_pseudolink_inside_model_km,point_anchored_pseudolink_outside_link_count,point_anchored_pseudolink_outside_model_km,point_anchored_pseudolink_boundary_ambiguous_anchor_count,point_anchored_pseudolink_territorial_service_km,point_anchored_pseudolink_territorial_service_share_percent,zero_model_length_pt_link_count,zero_model_length_pt_link_territorial_service_km,definition
BAU_2040,TERRITORIAL_PT_SERVICE,1.0,vehicle_km,bus,112543.186536968030,NOT_APPLICABLE,41078263.085993335000,574435.557746342800,19.591960319884,166,5446.449291959608,19331.184208203467,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,"full-service PT event distance within Munich; ordinary links use geometric line clipping (full inside, zero outside, crossing-link MATSim length multiplied by exact inside fraction); identical-endpoint PT pseudolinks use a strict point-anchor proxy and are reported separately; no factor 20"
BAU_2040,TERRITORIAL_PT_SERVICE,1.0,vehicle_km,tram,63683.426092654205,NOT_APPLICABLE,23244450.523818783000,82473.446277340740,77.216884909235,7,4.892535833631,955.457497534425,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,"full-service PT event distance within Munich; ordinary links use geometric line clipping (full inside, zero outside, crossing-link MATSim length multiplied by exact inside fraction); identical-endpoint PT pseudolinks use a strict point-anchor proxy and are reported separately; no factor 20"
BAU_2040,TERRITORIAL_PT_SERVICE,1.0,vehicle_km,subway,79200.830723972710,NOT_APPLICABLE,28908303.214250040000,83247.610347969680,95.138863918037,5,15.114909304740,3135.922379870211,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,"full-service PT event distance within Munich; ordinary links use geometric line clipping (full inside, zero outside, crossing-link MATSim length multiplied by exact inside fraction); identical-endpoint PT pseudolinks use a strict point-anchor proxy and are reported separately; no factor 20"
BAU_2040,TERRITORIAL_PT_SERVICE,1.0,vehicle_km,rail,81820.859609641470,NOT_APPLICABLE,29864613.757519137000,846034.333118257200,9.671103926489,156,5169.179142870904,106632.263415513630,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,"full-service PT event distance within Munich; ordinary links use geometric line clipping (full inside, zero outside, crossing-link MATSim length multiplied by exact inside fraction); identical-endpoint PT pseudolinks use a strict point-anchor proxy and are reported separately; no factor 20"
BAU_2040,TERRITORIAL_PT_SERVICE,1.0,vehicle_km,ferry/other,0.000000000000,NOT_APPLICABLE,0.000000000000,611.471248454205,0.000000000000,0,0.000000000000,0.000000000000,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,"full-service PT event distance within Munich; ordinary links use geometric line clipping (full inside, zero outside, crossing-link MATSim length multiplied by exact inside fraction); identical-endpoint PT pseudolinks use a strict point-anchor proxy and are reported separately; no factor 20"
BAU_2040,TERRITORIAL_PT_SERVICE,1.0,vehicle_km,TOTAL,337248.302963236400,NOT_APPLICABLE,123095630.581581300000,1586802.418738364700,21.253326752008,334,10635.635879968884,130054.827501121730,4353,217.650000000000,371,18.550000000000,3982,199.100000000000,0,0.000000000000,0.000000000000,9,0.000000000000,"full-service PT event distance within Munich; ordinary links use geometric line clipping (full inside, zero outside, crossing-link MATSim length multiplied by exact inside fraction); identical-endpoint PT pseudolinks use a strict point-anchor proxy and are reported separately; no factor 20"
